Updated Date,Updated By,Cover Title (Work or Edition level),Impression Impression Stage,Edition Product Type,Created By,Created Date,Impression Description,Impression Number
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC PK 6 N/E,Final,Pack,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC BLACK DAN N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC BONES! N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC SPOOKY! N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC GOALIE NOWHERE N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC MONSTER IN WAR N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC REVENGE OF CAPT N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,6
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC CLS PK 36 N/E,Final,Pack,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC BLACK DAN N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC BONES! N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC SPOOKY! N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC GOALIE NOWHERE N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,8
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC MONSTER IN WAR N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,7
04/03/2019,stewart.beale@oup.com,ORT:TREE LEV 13A FIC REVENGE OF CAPT N/E,Final,Book,stewart.beale@oup.com,26/10/2018,Reprint - EDUK-16064667,6
04/03/2019,claire.cooper@oup.com,COMPLETE MATHS CAM SEC 1/CHECK SB 1,Final,Book,claire.cooper@oup.com,26/10/2018,Reprint - EDUK-15986202,11
04/03/2019,marie.chuilon@oup.com,FIRST ARABIC WORDS,Final,Book,talitha.duncan-todd@oup.com,26/10/2018,Reprint - EDUK-16058749,7
04/03/2019,laura.ayres@oup.com,ORT:LEV 5 MORE STR A IT'S NOT FAIR 2018,Final,Book,dani.tomasi@oup.com,11/12/2018,ORT:LEV 5 MORE STR A PK OF 6 2018,1
04/03/2019,laura.ayres@oup.com,ORT:LEV 5 MORE STR A IT'S NOT FAIR 2018,Final,Book,dani.tomasi@oup.com,11/12/2018,ORT:LEV 5 MORE STR A CLS PK OF 36 2018,1
04/03/2019,claire.cooper@oup.com,?QUE HAY? TEACHERS GUIDE CSEC 2ND EDN,Final,Book,claire.cooper@oup.com,26/10/2018,UK - Kettering,1
04/03/2019,claire.cooper@oup.com,?QUE HAY? TEACHERS GUIDE CSEC 2ND EDN,Final,Book,claire.cooper@oup.com,26/10/2018,Reprint - EDUK-15961119,2
04/03/2019,amelia.kenneth@oup.com,MULTI CHOICE PRAC TESTS MATHEMATICS CXC,Final,Book,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16023446,17
04/03/2019,laura.ayres@oup.com,ORT:L7 MORE STRY BK A JOKE MACHINE 2018,Final,Book,stewart.beale@oup.com,11/12/2018,ORT:LEV 7 MORE STR A PK OF 6 2018,1
04/03/2019,laura.ayres@oup.com,ORT:L7 MORE STRY BK A JOKE MACHINE 2018,Final,Book,stewart.beale@oup.com,11/12/2018,ORT:LEV 7 MORE STR A CLS PK OF 36 2018,1
04/03/2019,rachel.shepherd@oup.com,OCC:BLACK BEAUTY (2014),Final,Book,rachel.shepherd@oup.com,26/10/2018,Reprint - EDUK-16018483,3
04/03/2019,claire.cooper@oup.com,CARIBBEAN FOOD AND NUTRITION 2E,Final,Book,claire.cooper@oup.com,26/10/2018,Reprint - EDUK-15960784,6
04/03/2019,amelia.kenneth@oup.com,CIE ESS SEC 1 BIO STG 9,Final,Pack,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16035075,3
04/03/2019,amelia.kenneth@oup.com,NEW ESS BIOLOGY FOR SEC 1 STAGE 9 BK,Final,Book,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16035075,2
04/03/2019,amelia.kenneth@oup.com,CIE ESS SEC 1 BIOLOGY STAGE 9 WEB LINK,Final,Digital-Website,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16035075,2
04/03/2019,karen.webb@oup.com,PROJ X:ORIGINS:Y5/P6 TEACHING HBK 2016,Ready for Final,Book,admin-oup-sap-requisitions,26/10/2018,Reprint - EDUK-16059491,3
04/03/2019,emma.gadsden@oup.com,DISCOVER MATHS: SERIES GUIDE BK/WL,Acquisition,Pack,OUP SPS ABC ED UK Data Import,26/10/2018,UK - Kettering,1
04/03/2019,emma.gadsden@oup.com,DISCOVER MATHS: SERIES GUIDE BK,Acquisition,Book,OUP SPS ABC ED UK Data Import,26/10/2018,UK - Kettering,1
04/03/2019,emma.gadsden@oup.com,DISCOVER MATHS:AN INTRODUCTION WEBLINK,Acquisition,Digital-Website,OUP SPS ABC ED UK Data Import,26/10/2018,UK - Kettering,1
04/03/2019,amelia.kenneth@oup.com,NELSON HW 2016 PUPIL BOOK 5 PK 15,Final,Pack,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16010256,4
04/03/2019,claire.cooper@oup.com,IGCSE GLOBAL PERSPECTIVES TEACHER GUIDE,Final,Book,claire.cooper@oup.com,26/10/2018,Reprint - EDUK-16023523,6
04/03/2019,amelia.kenneth@oup.com,NELSON HW 2016 PUPIL BOOK 5,Final,Book,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16010256,6
04/03/2019,amelia.kenneth@oup.com,NELSON HW 2016 PUPIL BOOK 5,Final,Book,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16010256,6
04/03/2019,siwan.walton@oup.com,WINNIE & WILBUR: THE BIG BAD ROBOT,Final,Book,siwan.walton@oup.com,26/10/2018,Reprint - EDUK-16049620,3
04/03/2019,rachel.shepherd@oup.com,PIPPI LONGSTOCKING GIFT ED GREEK COED,Final,Book,rachel.shepherd@oup.com,26/10/2018,Co-edition Customer (DEFAULT),3
04/03/2019,amelia.kenneth@oup.com,MATRIX COMPUTING TG 3,Final,Book,amelia.kenneth@oup.com,26/10/2018,Reprint - EDUK-16023632,3
04/03/2019,amy.marchant@oup.com,AQA GCSE CHRISTIANITY & BUDDHISM RG,Ready for Final,Book,admin-oup-sap-requisitions,26/10/2018,Reprint - EDUK-16025934,4
04/03/2019,siwan.walton@oup.com,OXFORD ILLUSTRATED COMPUTING DIC,Final,Book,siwan.walton@oup.com,26/10/2018,UK - Kettering,1
